fuel_x0_interval__,fuel_k_interval__,fuel_pw_interval__,fuel_pg_interval__,moisture_x0_interval__,moisture_k_interval__,alpha_pw_log__,rh_pw_log__,ignitions_x0_interval__,ignitions_k_interval__,suppression_x0_interval__,suppression_k_interval__,max_f_interval__,cM_interval__,cP_interval__,cD1_interval__,cD2_interval__,sigma_log__,fuel_x0,fuel_k,fuel_pw,fuel_pg,moisture_x0,moisture_k,alpha_pw,rh_pw,ignitions_x0,ignitions_k,suppression_x0,suppression_k,max_f,cM,cP,cD1,cD2,sigma
-0.5607791941538552,-3.635031275093919,0.6912158955032901,-4.563362244918688,-0.656566834263171,-0.42131013765770486,1.3514059046693219,-1.0755712874020071,1.033174262437979,-6.07595549498432,-1.5007121194791548,-0.6579667062414418,7.328832335463629,-5.447060111805179,-9.141446098730274,-13.522870726270302,-14.56087980484434,-4.191717976410926,0.09010156520743551,25.70493318019387,13.65850972895638,0.010319342818726459,0.02453373726579322,396.20328824388207,3.8628525172811314,0.3411028318770066,1.9002466387967587,2.2921837577233415,-0.4530419868065153,3.4119651058406077,0.9993440909747715,42.904665082337246,1.0712081746752218,0.01339958296863374,0.00474558812934053,0.015120286251825366
-0.5607791941538552,-3.635031275093919,0.6912158955032901,-4.527905671532539,-0.656566834263171,-0.42131013765770486,1.3514059046693219,-1.0755712874020071,1.033174262437979,-6.07595549498432,-1.5007121194791548,-0.6579667062414418,7.328832335463629,-5.447060111805179,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.191717976410926,0.09010156520743551,25.70493318019387,13.65850972895638,0.010687814577032129,0.02453373726579322,396.20328824388207,3.8628525172811314,0.3411028318770066,1.9002466387967587,2.2921837577233415,-0.4530419868065153,3.4119651058406077,0.9993440909747715,42.904665082337246,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015120286251825366
-0.5607791941538552,-3.635031275093919,0.6872364024352461,-4.527905671532539,-0.656566834263171,-0.42131013765770486,1.3514059046693219,0.6274388974081795,1.033174262437979,-6.07595549498432,-1.5007121194791548,-0.6579667062414418,7.328832335463629,-5.447060111805179,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.191717976410926,0.09010156520743551,25.70493318019387,13.641685510970966,0.010687814577032129,0.02453373726579322,396.20328824388207,3.8628525172811314,1.8728079785450542,1.9002466387967587,2.2921837577233415,-0.4530419868065153,3.4119651058406077,0.9993440909747715,42.904665082337246,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015120286251825366
-0.5607791941538552,-3.635031275093919,0.6920696778496239,-4.527905671532539,-0.6565656679811214,-0.42131013765770486,1.3514059046693219,0.6274388974081795,1.0304749502494548,-6.07595549498432,-1.5007121194791548,-0.6579667062414418,7.328832335463629,-5.450258632055,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.188291702850528,0.09010156520743551,25.70493318019387,13.662116394063709,0.010687814577032129,0.024534524091060828,396.20328824388207,3.8628525172811314,1.8728079785450542,1.8960637158746936,2.2921837577233415,-0.4530419868065153,3.4119651058406077,0.9993440909747715,42.768238854296236,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015172181341454516
-0.5607791941538552,-3.635031275093919,0.6920696778496239,-4.527905671532539,-0.6565656679811214,-0.42131013765770486,1.3514059046693219,0.6274388974081795,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6491965631009389,6.617383444817472,-5.449339020464644,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.188291702850528,0.09010156520743551,25.70493318019387,13.662116394063709,0.010687814577032129,0.024534524091060828,396.20328824388207,3.8628525172811314,1.8728079785450542,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.431706128281106,0.9986648604709373,42.80741867249462,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015172181341454516
-0.5607791941538552,-3.635031275093919,0.6920696778496239,-4.527905671532539,-0.6565656679811214,-0.42131013765770486,1.3514059046693219,0.6274388974081795,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6491965631009389,6.617383444817472,-5.449339020464644,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.188291702850528,0.09010156520743551,25.70493318019387,13.662116394063709,0.010687814577032129,0.024534524091060828,396.20328824388207,3.8628525172811314,1.8728079785450542,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.431706128281106,0.9986648604709373,42.80741867249462,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015172181341454516
-0.5607791941538552,-3.635031275093919,0.7241546445153257,-9.70017530581691,-0.6565656679811214,-0.42131013765770486,1.3094766353846663,-1.096612932037124,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6491965631009389,6.617383444817472,-5.449339020464644,-9.127547572318711,-13.522870726270302,-14.56087980484434,-4.188291702850528,0.09010156520743551,25.70493318019387,13.796903582625443,6.126899852149884e-05,0.024534524091060828,396.20328824388207,3.7042345395223952,0.33400045222572255,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.431706128281106,0.9986648604709373,42.80741867249462,1.0861987044562,0.01339958296863374,0.00474558812934053,0.015172181341454516
-0.5609069671206088,-3.635031275093919,0.6951533901422503,-9.70017530581691,-0.6565656679811214,-0.42131013765770486,1.3094766353846663,-1.096612932037124,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6491965631009389,6.617383444817472,-5.432978638220377,-9.127547572318711,-13.541729686973817,-14.56087980484434,-4.188291702850528,0.09001289302907911,25.70493318019387,13.675134495134243,6.126899852149884e-05,0.024534524091060828,396.20328824388207,3.7042345395223952,0.33400045222572255,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.431706128281106,0.9986648604709373,43.51045243824666,1.0861987044562,0.013149249030663722,0.00474558812934053,0.015172181341454516
-0.5609069671206088,-3.635031275093919,0.7750616337060592,-9.70017530581691,-0.6565656679811214,-0.42131013765770486,1.3094766353846663,0.9745541213206861,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6491965631009389,6.617383444817472,-5.432978638220377,-9.127547572318711,-13.541729686973817,-14.56087980484434,-4.192389758310509,0.09001289302907911,25.70493318019387,14.007681356991773,6.126899852149884e-05,0.024534524091060828,396.20328824388207,3.7042345395223952,2.6499853755451253,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.431706128281106,0.9986648604709373,43.51045243824666,1.0861987044562,0.013149249030663722,0.00474558812934053,0.015110132128264956
-0.5605834733348646,-3.635031275093919,0.7681144106888401,-10.437801982721954,-0.6565656679811214,-0.42131013765770486,1.3094766353846663,-1.3759860259421133,1.0193815553138659,-6.07595549498432,-1.5007121194791548,-0.6450506835326358,6.617383444817472,-5.432978638220377,-9.127547572318711,-13.541729686973817,-14.56087980484434,-4.192389758310509,0.09023739799654251,25.70493318019387,13.979144374697999,2.93026885771155e-05,0.024534524091060828,396.20328824388207,3.7042345395223952,0.2525904122749909,1.8788169314743675,2.2921837577233415,-0.4530419868065153,3.4410571958189067,0.9986648604709373,43.51045243824666,1.0861987044562,0.013149249030663722,0.00474558812934053,0.015110132128264956
